instruction,input,output
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2021?,Top crop: Rice with a yield of 620.7128981318986 kg/ha. Top livestock: Pig with a count of 620.7128981318986.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2021?,Top crop: Cassava with a yield of 984.5352882246912 kg/ha. Top livestock: Goat with a count of 984.5352882246912.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kachia in the year 2023?,Top crop: Cassava with a yield of 837.8782401137477 kg/ha. Top livestock: Sheep with a count of 837.8782401137477.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2024?,Top crop: Millet with a yield of 794.6990321871148 kg/ha. Top livestock: Cattle with a count of 794.6990321871148.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2019?,Top crop: Sorghum with a yield of 607.9962803303557 kg/ha. Top livestock: Sheep with a count of 607.9962803303557.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2023?,Top crop: Cassava with a yield of 683.4374600973238 kg/ha. Top livestock: Cattle with a count of 683.4374600973238.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2017?,Top crop: Millet with a yield of 291.83882540967073 kg/ha. Top livestock: Pig with a count of 291.83882540967073.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2021?,Top crop: Tomato with a yield of 422.2298696170954 kg/ha. Top livestock: Cattle with a count of 422.2298696170954.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2017?,Top crop: Maize with a yield of 806.3542834151486 kg/ha. Top livestock: Poultry with a count of 806.3542834151486.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna North in the year 2021?,Top crop: Tomato with a yield of 239.49371991568373 kg/ha. Top livestock: Pig with a count of 239.49371991568373.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2016?,Top crop: Millet with a yield of 751.1230291944618 kg/ha. Top livestock: Sheep with a count of 751.1230291944618.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Shanga in the year 2018?,Top crop: Maize with a yield of 949.5761022347064 kg/ha. Top livestock: Sheep with a count of 949.5761022347064.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2016?,Top crop: Soybean with a yield of 239.1981259703072 kg/ha. Top livestock: Pig with a count of 239.1981259703072.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2020?,Top crop: Cassava with a yield of 605.0326813845592 kg/ha. Top livestock: Poultry with a count of 605.0326813845592.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2020?,Top crop: Cassava with a yield of 397.0112111843031 kg/ha. Top livestock: Goat with a count of 397.0112111843031.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2018?,Top crop: Soybean with a yield of 206.51936640210903 kg/ha. Top livestock: Goat with a count of 206.51936640210903.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2015?,Top crop: Millet with a yield of 897.7653026697869 kg/ha. Top livestock: Sheep with a count of 897.7653026697869.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2018?,Top crop: Maize with a yield of 810.7933867071167 kg/ha. Top livestock: Pig with a count of 810.7933867071167.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2016?,Top crop: Rice with a yield of 375.7428808635696 kg/ha. Top livestock: Pig with a count of 375.7428808635696.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Jaba in the year 2015?,Top crop: Sorghum with a yield of 557.6247648575555 kg/ha. Top livestock: Cattle with a count of 557.6247648575555.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2017?,Top crop: Maize with a yield of 395.9821091103669 kg/ha. Top livestock: Goat with a count of 395.9821091103669.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2022?,Top crop: Soybean with a yield of 310.6745414427751 kg/ha. Top livestock: Poultry with a count of 310.6745414427751.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2019?,Top crop: Rice with a yield of 380.57431598653153 kg/ha. Top livestock: Cattle with a count of 380.57431598653153.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaura in the year 2022?,Top crop: Rice with a yield of 363.9892824661152 kg/ha. Top livestock: Poultry with a count of 363.9892824661152.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Igabi in the year 2018?,Top crop: Millet with a yield of 798.0698230821424 kg/ha. Top livestock: Poultry with a count of 798.0698230821424.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zaria in the year 2021?,Top crop: Millet with a yield of 798.3558945445893 kg/ha. Top livestock: Pig with a count of 798.3558945445893.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2025?,Top crop: Tomato with a yield of 466.6834350122948 kg/ha. Top livestock: Pig with a count of 466.6834350122948.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2023?,Top crop: Millet with a yield of 248.84405656327863 kg/ha. Top livestock: Cattle with a count of 248.84405656327863.
